,entity,numberOfDocumentsInQuery,kullbackLeiberDivergence,totalNumberOfDocuments,label
1061,UBERON:UBERON_0011011,1,0.01645302854549024,152,brachioradialis
1062,UBERON:UBERON_0011013,1,0.01739487234302454,130,spinalis muscle
1063,UBERON:UBERON_0014525,1,0.02686293008068269,27,limb of internal capsule of telencephalon
1064,UBERON:UBERON_0010167,1,0.013059244584321728,267,beard
1065,UBERON:UBERON_0001448,1,0.012101687161792184,313,metatarsal bone
1066,UBERON:UBERON_0004711,1,0.0032742561812280396,1355,jugular vein
1067,UBERON:UBERON_0002774,1,0.042541783607456085,2,posterior transverse temporal gyrus
1068,UBERON:UBERON_0002773,1,0.03592363729017832,6,anterior transverse temporal gyrus
1069,UBERON:UBERON_0003625,1,0.01995440965606831,85,manual digit 5
1070,UBERON:UBERON_0002778,1,0.011764848698919236,331,ventral pallidum
1071,UBERON:UBERON_0000358,1,0.007133736729265491,714,blastocyst
1072,UBERON:UBERON_0003623,1,0.01961008186185175,90,manual digit 3
1073,UBERON:UBERON_0003622,1,0.021663856482156532,64,manual digit 2
1074,UBERON:UBERON_0014527,1,0.006585713968990029,782,posterior limb of internal capsule
1075,UBERON:UBERON_0014528,1,0.01897537996029858,100,extreme capsule
1076,UBERON:UBERON_0002770,1,0.010504916174659604,408,posterior hypothalamic region
1077,UBERON:UBERON_0012337,1,0.0047818506836595715,1055,cauda equina
1078,UBERON:UBERON_0006908,1,0.01915886916201369,97,fast muscle tissue
1079,UBERON:UBERON_0035877,1,0.026643847886882243,28,primary somatosensory area barrel field layer 4
1080,UBERON:UBERON_0002308,1,0.007802281957952538,639,nucleus of brain
1081,UBERON:UBERON_0001459,1,0.020319618221227555,80,skin of external ear
1082,UBERON:UBERON_0002301,1,0.013626637446127157,243,layer of neocortex
1083,UBERON:UBERON_0000362,1,0.013828299670201787,235,renal medulla
1084,UBERON:UBERON_0002782,1,0.019745460511562948,88,medial superior olivary nucleus
1085,UBERON:UBERON_0001694,1,0.010216626890456982,428,petrous part of temporal bone
1086,UBERON:UBERON_0001699,1,0.025839441907216442,32,sensory root of facial nerve
1087,UBERON:UBERON_0004720,1,0.0030688445289344607,1402,cerebellar vermis
1088,UBERON:UBERON_0001213,1,0.008501221838983887,569,intestinal villus
1089,UBERON:UBERON_0000124,1,0.01621980859259451,158,epineurium
1090,UBERON:UBERON_0014759,1,0.034190612757336265,8,entopallium
1091,UBERON:UBERON_0002781,1,0.03836619818239618,4,caudal part of ventral posterolateral nucleus of thalamus
1092,UBERON:UBERON_0002517,1,0.004629619277055597,1082,basicranium
1093,UBERON:UBERON_0001429,1,0.03126586687913325,13,pisiform
1094,UBERON:UBERON_0002516,1,0.009704202561879578,466,epiphyseal plate
1095,UBERON:UBERON_0001426,1,0.02964981876711711,17,jugular lymphatic vessel
1096,UBERON:UBERON_0002515,1,0.006877705066374074,745,periosteum
1097,UBERON:UBERON_0001663,1,0.009551039318712049,478,cerebral vein
1098,UBERON:UBERON_0001667,1,0.01915886916201369,97,tibialis posterior
1099,UBERON:UBERON_0014734,1,0.016991622447391348,139,allocortex
1100,UBERON:UBERON_0010135,1,0.015236967383641291,186,sensory circumventricular organ
1101,UBERON:UBERON_0001439,1,0.009009046959835742,523,compact bone tissue
1102,UBERON:UBERON_0000106,1,0.008872388629528008,535,zygote stage
1103,UBERON:UBERON_0000107,1,0.02112402420089336,70,cleavage stage
1104,UBERON:UBERON_0035652,1,0.012063316991397729,315,fibular nerve
1105,UBERON:UBERON_0001673,1,0.011159336903592106,366,central retinal vein
1106,UBERON:UBERON_0000101,1,0.0118936129132851,324,lobe of lung
1107,UBERON:UBERON_0002523,1,0.004257209943829959,1151,tunica intima
1108,UBERON:UBERON_0022352,1,0.011012995382091837,375,medial orbital frontal cortex
